name,year,headline,company,product,category,subject,publication,medium,format,link
Now! Most Frequent Nonstops to Cleveland In History!,1954,Now! Most Frequent Nonstops to Cleveland In History!,United Air Lines,Cleveland',Transportation (1938-1957),"Transportation & Travel', 'Airlines'",,newspapers,"advertisements', 'drawings (visual works)'",https://idn.duke.edu/ark:/87924/r4vt1h76q
"Now.. fly the Pacific as Japan's ""personal guest""",1954,"Now.. fly the Pacific as Japan's ""personal guest""",Japan Air Lines,San Francisco to Tokyo',Transportation (1938-1957),"Ethnic Groups', 'Asian', 'Transportation & Travel', 'Airlines'",New York Times,newspapers,"advertisements', 'drawings (visual works)'",https://idn.duke.edu/ark:/87924/r4t43jn81
Now... Fly KLM's Royal Constellation,1954,Now... Fly KLM's Royal Constellation,KLM Royal Dutch Airlines,Royal Super Constellation',Transportation (1938-1957),"Transportation & Travel', 'Airlines'",New York World Telegram,newspapers,advertisements',https://idn.duke.edu/ark:/87924/r4xs5k136
"Now... fly the Pacific as Japan's ""personal guest""",1954,"Now... fly the Pacific as Japan's ""personal guest""",Japan Air Lines,San Francisco to Tokyo',Transportation (1938-1957),"Ethnic Groups', 'Asian', 'Transportation & Travel', 'Airlines'",Holiday,magazines (periodicals),"advertisements', 'drawings (visual works)'",https://idn.duke.edu/ark:/87924/r4qb9vr52
Now...Palmolive Soap Proved Mildest,1954,Now...Palmolive Soap Proved Mildest,Palmolive Company,Palmolive Soap',Beauty and Hygiene (1911-1956),Soaps',New York Herald Tribune,newspapers,advertisements',https://idn.duke.edu/ark:/87924/r4wm14f25
OVERNIGHT EVERY NIGHT THE MONARCH TO LONDON,1954,OVERNIGHT EVERY NIGHT THE MONARCH TO LONDON,British Overseas Airways Corporation,London',Transportation (1938-1957),"Transportation & Travel', 'Airlines'",New York Times,newspapers,"advertisements', 'drawings (visual works)'",https://idn.duke.edu/ark:/87924/r4p844d2j
Old Sea Dog Learns New Tricks on the S. S. Constitution,1954,Old Sea Dog Learns New Tricks on the S. S. Constitution,American Export Lines,American Export Lines',Transportation (1938-1957),"Children', 'Ships', 'Transportation & Travel'",New York Times,newspapers,advertisements',https://idn.duke.edu/ark:/87924/r4n29ps2m
Only 2 1/4 cents a mile,1954,Only 2 1/4 cents a mile,Illinois Central Railroad,St. Louis',Transportation (1938-1957),"Railroads', 'Transportation & Travel'",Detroit Times,newspapers,"advertisements', 'drawings (visual works)'",https://idn.duke.edu/ark:/87924/r4d795w29
Only Avon brings you these flattering colors,1954,Only Avon brings you these flattering colors,Avon,Avon Cosmetics',Beauty and Hygiene (1911-1956),Cosmetics',Ladies' Home Journal,magazines (periodicals),advertisements',https://idn.duke.edu/ark:/87924/r4nc5t031
Only Greyhound reaches all America's choice vacation spots with top convenience at lowest cost!,1954,Only Greyhound reaches all America's choice vacation spots with top convenience at lowest cost!,Greyhound,Greyhound',Transportation (1938-1957),"Transportation & Travel', 'Buses'",Saturday Evening Post,magazines (periodicals),"advertisements', 'drawings (visual works)'",https://idn.duke.edu/ark:/87924/r4xg9fw2p
Only Non-Stop Service New York to Mexico $99.00,1954,Only Non-Stop Service New York to Mexico $99.00,Air France,Non-Stop Service New York to Mexico',Transportation (1938-1957),"Transportation & Travel', 'Airlines'",New York Times,newspapers,advertisements',https://idn.duke.edu/ark:/87924/r4p26qm5d
Only TWA offers sleeper service to New York,1954,Only TWA offers sleeper service to New York,Trans World Airlines,Sleeper Service',Transportation (1938-1957),"Transportation & Travel', 'Airlines'",Sunset,magazines (periodicals),"advertisements', 'drawings (visual works)'",https://idn.duke.edu/ark:/87924/r4cn6zh8g
Only TWA offers world-proved Super Constellations to Los Angeles-San Francisco,1954,Only TWA offers world-proved Super Constellations to Los Angeles-San Francisco,Trans World Airlines,Trans World Airlines',Transportation (1938-1957),"Transportation & Travel', 'Airlines'",Herald Tribune,newspapers,advertisements',https://idn.duke.edu/ark:/87924/r4cf9jr4s
Only Western serves all the Sun Country!,1954,Only Western serves all the Sun Country!,Western Air Lines,Sun Country',Transportation (1938-1957),"Transportation & Travel', 'Airlines'",Sunset,magazines (periodicals),"advertisements', 'drawings (visual works)'",https://idn.duke.edu/ark:/87924/r4542jt04
"Only one day away by TWA, Greece",1954,"Only one day away by TWA, Greece",Trans World Airlines,Greece',Transportation (1938-1957),"Transportation & Travel', 'Airlines'",Time,magazines (periodicals),"advertisements', 'drawings (visual works)'",https://idn.duke.edu/ark:/87924/r4wm14c28
Oooo! New-flavor Pepsodent tastes so good!,1954,Oooo! New-flavor Pepsodent tastes so good!,Lever Brothers Company,Toothpaste',Beauty and Hygiene (1911-1956),"Children', 'Dental Supplies'",Look,magazines (periodicals),advertisements',https://idn.duke.edu/ark:/87924/r4w08x423
Pages from a Holiday Hunter's Sketchbook,1954,Pages from a Holiday Hunter's Sketchbook,Delta C&S,Caribbean',Transportation (1938-1957),"Transportation & Travel', 'Airlines'",Holiday,magazines (periodicals),"advertisements', 'drawings (visual works)'",https://idn.duke.edu/ark:/87924/r4gf0nd7h
Palmolive Soap Is Mildest! Better for Complexion Care than any Leading Toilet Soap...Floating Soap...even Cold Cream!,1954,Palmolive Soap Is Mildest! Better for Complexion Care than any Leading Toilet Soap...Floating Soap...even Cold Cream!,Palmolive Company,Palmolive Soap',Beauty and Hygiene (1911-1956),Soaps',Life,magazines (periodicals),"advertisements', 'drawings (visual works)'",https://idn.duke.edu/ark:/87924/r4tt4gd7v
Palmolive Soap Proved Mildest! Better for Complexion Care than any Leading Toilet Soap...Floating Soap...even Cold Cream!,1954,Palmolive Soap Proved Mildest! Better for Complexion Care than any Leading Toilet Soap...Floating Soap...even Cold Cream!,Palmolive Company,Palmolive Soap',Beauty and Hygiene (1911-1956),"Children', 'Soaps'",Life,magazines (periodicals),"advertisements', 'drawings (visual works)'",https://idn.duke.edu/ark:/87924/r48k75h58
"Penny Wise, Mile Foolish",1954,"Penny Wise, Mile Foolish","American Airlines, Inc.",American Airlines Incorporated',Transportation (1938-1957),"Transportation & Travel', 'Airlines'",Daily News,newspapers,"advertisements', 'drawings (visual works)'",https://idn.duke.edu/ark:/87924/r40k26w0t
Plan Spring Trips beyond a Shadow of a doubt!,1954,Plan Spring Trips beyond a Shadow of a doubt!,New York Central System,all weather trains',Transportation (1938-1957),"Railroads', 'Transportation & Travel'",New York Herald Tribune,newspapers,"advertisements', 'drawings (visual works)'",https://idn.duke.edu/ark:/87924/r4bz61t46
Plan your Holiday Trip Now via Pennsylvania Railroad,1954,Plan your Holiday Trip Now via Pennsylvania Railroad,Pennsylvania Railroad,Pennsylvania Railroad',Transportation (1938-1957),"Railroads', 'Transportation & Travel'",Chicago Tribune,newspapers,"advertisements', 'drawings (visual works)'",https://idn.duke.edu/ark:/87924/r4862bx13
Questions you may want answered if you've never traveled by air,1954,Questions you may want answered if you've never traveled by air,United Air Lines,United Airlines',Transportation (1938-1957),"Transportation & Travel', 'Airlines'",Time,magazines (periodicals),"advertisements', 'drawings (visual works)'",https://idn.duke.edu/ark:/87924/r4cv4c944
Rare Out-of-Print Recordings! Only 30ֲ¢ per record plus Halo box top.,1954,Rare Out-of-Print Recordings! Only 30ֲ¢ per record plus Halo box top.,Colgate-Palmolive-Peet Company,Halo Shampoo',Beauty and Hygiene (1911-1956),"Premiums', 'Hair Preparations'",Parade,magazines (periodicals),"advertisements', 'drawings (visual works)'",https://idn.duke.edu/ark:/87924/r4959ct7p
Rome For The Marian Year,1954,Rome For The Marian Year,Air France,Rome',Transportation (1938-1957),"Transportation & Travel', 'Airlines'",New York Times,newspapers,advertisements',https://idn.duke.edu/ark:/87924/r4gq6rk4k
Round The Clock nonstops to Chicago,1954,Round The Clock nonstops to Chicago,United Air Lines,Chicago',Transportation (1938-1957),"Transportation & Travel', 'Airlines'",New York Times,newspapers,advertisements',https://idn.duke.edu/ark:/87924/r42b8vw7j
SAS Doubles First Class Service direct to all Europe,1954,SAS Doubles First Class Service direct to all Europe,Scandinavian Airlines System,Scandinavian Airlines System',Transportation (1938-1957),"Transportation & Travel', 'Airlines'",New York Times,newspapers,"advertisements', 'drawings (visual works)'",https://idn.duke.edu/ark:/87924/r49s1m42c
SAS extra-city trips to Europe are something to write home about!,1954,SAS extra-city trips to Europe are something to write home about!,Scandinavian Airlines System,Europe',Transportation (1938-1957),"Transportation & Travel', 'Airlines'",U.S. News & World Report,magazines (periodicals),"advertisements', 'drawings (visual works)'",https://idn.duke.edu/ark:/87924/r48p5vt6b
SAS inaugurates First New Route to Europe in a thousand years!,1954,SAS inaugurates First New Route to Europe in a thousand years!,Scandinavian Airlines System,Europe',Transportation (1938-1957),"Transportation & Travel', 'Airlines'",New Yorker,magazines (periodicals),"advertisements', 'drawings (visual works)'",https://idn.duke.edu/ark:/87924/r4sn01n8j
SAVE UP TO 40% ON WORLD-FAMED DC-7 STAR,1954,SAVE UP TO 40% ON WORLD-FAMED DC-7 STAR,National Airlines,Family Half Fare Plan',Transportation (1938-1957),"Children', 'Transportation & Travel', 'Airlines'",New York World Telegram,newspapers,"advertisements', 'drawings (visual works)'",https://idn.duke.edu/ark:/87924/r49p2wq4m
Sabena now offers fast service from New York to Casablanca,1954,Sabena now offers fast service from New York to Casablanca,Sabena Belgian Airlines,Casablanca',Transportation (1938-1957),"Transportation & Travel', 'Airlines'",New York Herald Tribune,newspapers,"advertisements', 'drawings (visual works)'",https://idn.duke.edu/ark:/87924/r40g3hg6d
Save with this New Family Fare Plan,1954,Save with this New Family Fare Plan,various railroads,Family Fare Plan',Transportation (1938-1957),"Children', 'Railroads', 'Transportation & Travel'",New York World Telegram,newspapers,"advertisements', 'drawings (visual works)'",https://idn.duke.edu/ark:/87924/r4rb6wm89
Seaboard Will Continue Its Bargain Round-Trip Coach Fares To Florida Until November 15!,1954,Seaboard Will Continue Its Bargain Round-Trip Coach Fares To Florida Until November 15!,Seaboard Railroad,Florida',Transportation (1938-1957),"Railroads', 'Transportation & Travel'",New York World Telegram,newspapers,advertisements',https://idn.duke.edu/ark:/87924/r4mk65t51
"See United's new DC-7s! Open for your inspection! Sunday, May 23, 10 a.m. to 4 p.m. Idlewild Airport",1954,"See United's new DC-7s! Open for your inspection! Sunday, May 23, 10 a.m. to 4 p.m. Idlewild Airport",United Air Lines,DC-7s',Transportation (1938-1957),"Transportation & Travel', 'Airlines'",New York Times,newspapers,"advertisements', 'drawings (visual works)'",https://idn.duke.edu/ark:/87924/r4p55f173
Ski Now in the Snowy Laurentians! Fly TCA,1954,Ski Now in the Snowy Laurentians! Fly TCA,Trans-Canada Air Lines,Snowy Laurentians',Transportation (1938-1957),"Sports', 'Transportation & Travel', 'Airlines'",New York News,newspapers,advertisements',https://idn.duke.edu/ark:/87924/r4cz32p5g
Ski in Europe's Winter Wonderland,1954,Ski in Europe's Winter Wonderland,SwissAir,Ski tours',Transportation (1938-1957),"Sports', 'Transportation & Travel', 'Airlines'",New Yorker,magazines (periodicals),advertisements',https://idn.duke.edu/ark:/87924/r4qj78g5r
Sleep Your Way To Paris,1954,Sleep Your Way To Paris,Air France,Sky Berths',Transportation (1938-1957),"Transportation & Travel', 'Airlines'",New York Times,newspapers,advertisements',https://idn.duke.edu/ark:/87924/r4xg9ft95
Sleep Your Way to Europe,1954,Sleep Your Way to Europe,SwissAir,Atlantic Super-Swiss',Transportation (1938-1957),"Transportation & Travel', 'Airlines'",Holiday,magazines (periodicals),advertisements',https://idn.duke.edu/ark:/87924/r4g15tv6p
Start Your Tour To Europe With Springtime In Paris $558.00,1954,Start Your Tour To Europe With Springtime In Paris $558.00,Air France,"Paris, Stockholm, Rome'",Transportation (1938-1957),"Transportation & Travel', 'Airlines'",New York Herald Tribune,newspapers,advertisements',https://idn.duke.edu/ark:/87924/r4cj88353
Still Time to Vacation in Paris and London. Go Now! Pay Later. $29 per month.,1954,Still Time to Vacation in Paris and London. Go Now! Pay Later. $29 per month.,Scandinavian Airlines System,Pennywise Package Tours',Transportation (1938-1957),"Transportation & Travel', 'Airlines'",,newspapers,"advertisements', 'drawings (visual works)'",https://idn.duke.edu/ark:/87924/r42805h1q
Still Time to Vacation in Scandinavia,1954,Still Time to Vacation in Scandinavia,Scandinavian Airlines System,Scandinavia',Transportation (1938-1957),"Transportation & Travel', 'Airlines'",New York News,newspapers,"advertisements', 'drawings (visual works)'",https://idn.duke.edu/ark:/87924/r49s1m37b
Super Constellation Style Iberia Air Lines of Spain New York-Madrid starting soon,1954,Super Constellation Style Iberia Air Lines of Spain New York-Madrid starting soon,Lockheed Aircraft Corporation,Super Constellation',Transportation (1938-1957),"Transportation & Travel', 'Airlines'",New York Times,newspapers,advertisements',https://idn.duke.edu/ark:/87924/r40r9mp9t
"Switzerland, more time there",1954,"Switzerland, more time there",SwissAir,Zurich or Geneva',Transportation (1938-1957),"Transportation & Travel', 'Airlines'",New York Times,newspapers,"advertisements', 'drawings (visual works)'",https://idn.duke.edu/ark:/87924/r4x63bp93
TWA Travel Guides To Europe,1954,TWA Travel Guides To Europe,Trans World Airlines,TWA Travel Guides to Europe',Transportation (1938-1957),"Transportation & Travel', 'Airlines'",Esquire,magazines (periodicals),advertisements',https://idn.duke.edu/ark:/87924/r44x5516x
Take a sophisticated holiday,1954,Take a sophisticated holiday,Air France,"""Christmas in Mexico, New Year's in Miami""",Transportation (1938-1957),"Transportation & Travel', 'Airlines'",New York Times,newspapers,advertisements',https://idn.duke.edu/ark:/87924/r4j960t05
Take it easy... take a Greyhound!,1954,Take it easy... take a Greyhound!,Greyhound,Greyhound',Transportation (1938-1957),"Transportation & Travel', 'Buses'",Country Gentleman,magazines (periodicals),"advertisements', 'drawings (visual works)'",https://idn.duke.edu/ark:/87924/r4fq9qq58
"Tel Aviv, more time there...",1954,"Tel Aviv, more time there...",SwissAir,Tel Aviv',Transportation (1938-1957),"Ethnic Groups', 'Middle East/Arab', 'Transportation & Travel', 'Airlines'",New York Herald Tribune,newspapers,"advertisements', 'drawings (visual works)'",https://idn.duke.edu/ark:/87924/r4qj78g67
That Merle Norman Look,1954,That Merle Norman Look,Merle Norman,Various',Beauty and Hygiene (1911-1956),Cosmetics',Vogue,magazines (periodicals),advertisements',https://idn.duke.edu/ark:/87924/r44m91x89
That first train ride,1954,That first train ride,Union Pacific Railroad,Family Fare Plan',Transportation (1938-1957),"Children', 'Premiums', 'Railroads', 'Transportation & Travel'",Woman's Day,magazines (periodicals),advertisements',https://idn.duke.edu/ark:/87924/r43b5wt39
The Chief is still the Chief,1954,The Chief is still the Chief,Santa Fe Railway,Santa Fe',Transportation (1938-1957),"Railroads', 'Ethnic Groups', 'Native American', 'Transportation & Travel'",Life,magazines (periodicals),"advertisements', 'drawings (visual works)'",https://idn.duke.edu/ark:/87924/r4902011j
The Incomparable Flagship Fleet,1954,The Incomparable Flagship Fleet,"American Airlines, Inc.",American Airlines Incorporated',Transportation (1938-1957),"Transportation & Travel', 'Airlines'",Time,magazines (periodicals),"advertisements', 'drawings (visual works)'",https://idn.duke.edu/ark:/87924/r4w37md33
The Only Direct Flights to Erie,1954,The Only Direct Flights to Erie,Allegheny Airlines,Erie',Transportation (1938-1957),"Transportation & Travel', 'Airlines'",New York World Telegram,newspapers,advertisements',https://idn.duke.edu/ark:/87924/r46970h7s
The Right Backdrop for a Show Stopper!,1954,The Right Backdrop for a Show Stopper!,New York Central System,New York Central System',Transportation (1938-1957),"Railroads', 'Transportation & Travel'",New York Herald Tribune,newspapers,"advertisements', 'drawings (visual works)'",https://idn.duke.edu/ark:/87924/r4gm8274j
"The Riviera, French Alps",1954,"The Riviera, French Alps",Air France,"Riviera, French Alps'",Transportation (1938-1957),"Sports', 'Transportation & Travel', 'Airlines'",New York Herald Tribune,newspapers,"advertisements', 'drawings (visual works)'",https://idn.duke.edu/ark:/87924/r4h98zw9f
The Royal Sabena now flies from New York direct to Manchester England,1954,The Royal Sabena now flies from New York direct to Manchester England,Sabena Belgian Airlines,Non-stop service to Manchester England',Transportation (1938-1957),"Transportation & Travel', 'Airlines'",Daily News,newspapers,"advertisements', 'drawings (visual works)'",https://idn.duke.edu/ark:/87924/r4wp9tr07
The Strike is Over!,1954,The Strike is Over!,"American Airlines, Inc.",American Airlines',Transportation (1938-1957),"Transportation & Travel', 'Airlines'",New York World Telegram,newspapers,advertisements',https://idn.duke.edu/ark:/87924/r4p55f09m
The Treat Is Hours,1954,The Treat Is Hours,Capital Airlines,New York',Transportation (1938-1957),"Transportation & Travel', 'Airlines'",Saturday Evening Post,magazines (periodicals),"advertisements', 'drawings (visual works)'",https://idn.duke.edu/ark:/87924/r48k75d8c
The one and only Vista-Dome streamliner between Chicago and San Francisco,1954,The one and only Vista-Dome streamliner between Chicago and San Francisco,California Zephyr,California Zephyr',Transportation (1938-1957),"Railroads', 'Transportation & Travel'",Saturday Evening Post,magazines (periodicals),"advertisements', 'drawings (visual works)'",https://idn.duke.edu/ark:/87924/r41r6nk92
The only streamliner to San Francisco with 5 Vista-Domes,1954,The only streamliner to San Francisco with 5 Vista-Domes,Western Pacific,California Zephyr',Transportation (1938-1957),"Premiums', 'Railroads', 'Transportation & Travel'",American Magazine,magazines (periodicals),advertisements',https://idn.duke.edu/ark:/87924/r4qf8k43c
The only streamliner to San Francisco with five vista-domes,1954,The only streamliner to San Francisco with five vista-domes,Western Pacific,California Zephyr',Transportation (1938-1957),"Premiums', 'Railroads', 'Transportation & Travel'",American Magazine,magazines (periodicals),advertisements',https://idn.duke.edu/ark:/87924/r4dr2pv13
There Goes the Linit In My Bath-Boy... I Can Hardly Wait!,1954,There Goes the Linit In My Bath-Boy... I Can Hardly Wait!,Linit,Linit Perfect Laundry Starch',Beauty and Hygiene (1911-1956),"Children', 'Cosmetics'",New York News,newspapers,advertisements',https://idn.duke.edu/ark:/87924/r4td9nw12
There's still time to enjoy the world's greatest vacation value!,1954,There's still time to enjoy the world's greatest vacation value!,National Airlines,Miami',Transportation (1938-1957),"Transportation & Travel', 'Airlines'",Daily News,newspapers,"advertisements', 'drawings (visual works)'",https://idn.duke.edu/ark:/87924/r4k64bb2h
"There's still time to save up to $101 on Sabena's low off-season air fares to all Europe, the Near East, North and South Africa",1954,"There's still time to save up to $101 on Sabena's low off-season air fares to all Europe, the Near East, North and South Africa",Sabena Belgian Airlines,Off-season air fares',Transportation (1938-1957),"Transportation & Travel', 'Airlines'",New York Herald Tribune,newspapers,advertisements',https://idn.duke.edu/ark:/87924/r4804z35d
This man is a Sailor,1954,This man is a Sailor,American Export Lines,American Export Lines',Transportation (1938-1957),"Ships', 'Transportation & Travel'",Time,magazines (periodicals),advertisements',https://idn.duke.edu/ark:/87924/r43b5wt4s
This man is a Sailor,1954,This man is a Sailor,American Export Lines,American Export Lines',Transportation (1938-1957),"Ships', 'Transportation & Travel'",Time,magazines (periodicals),advertisements',https://idn.duke.edu/ark:/87924/r4vm43h10
This smart business man buys one car... but he drives two!,1954,This smart business man buys one car... but he drives two!,Hertz,Service',Transportation (1938-1957),"Transportation & Travel', 'Rental Cars'",Time,magazines (periodicals),"advertisements', 'drawings (visual works)'",https://idn.duke.edu/ark:/87924/r4f18t11b
"This vacation, Go Pullman",1954,"This vacation, Go Pullman",Pullman Company,Pullman Company',Transportation (1938-1957),"Railroads', 'Transportation & Travel'",Collier's,magazines (periodicals),advertisements',https://idn.duke.edu/ark:/87924/r4862bw7j
This woman is a Sailor,1954,This woman is a Sailor,American Export Lines,American Export Lines',Transportation (1938-1957),"Ships', 'Transportation & Travel'",Time,magazines (periodicals),advertisements',https://idn.duke.edu/ark:/87924/r40863r25
Thousands Are Now Flying for First Time,1954,Thousands Are Now Flying for First Time,"American Airlines, Inc.",American Airlines Incorporated',Transportation (1938-1957),"Transportation & Travel', 'Airlines'",Chicago Tribune,newspapers,advertisements',https://idn.duke.edu/ark:/87924/r4vt1h757
"Thrift Season's the time to see more, save more via TWA",1954,"Thrift Season's the time to see more, save more via TWA",Trans World Airlines,Thrift Season Fares',Transportation (1938-1957),"Transportation & Travel', 'Airlines'",Sunday News,magazines (periodicals),"advertisements', 'drawings (visual works)'",https://idn.duke.edu/ark:/87924/r4tm72k0t
"Thru Service, Portland, Seattle",1954,"Thru Service, Portland, Seattle",United Air Lines,"Portland, Seattle'",Transportation (1938-1957),"Transportation & Travel', 'Airlines'",New York Herald Tribune,newspapers,advertisements',https://idn.duke.edu/ark:/87924/r4639kq0t
Time Is A Girl's Best Friend,1954,Time Is A Girl's Best Friend,Capital Airlines,Capital Airlines',Transportation (1938-1957),"Transportation & Travel', 'Airlines'",Time,magazines (periodicals),"advertisements', 'drawings (visual works)'",https://idn.duke.edu/ark:/87924/r4fn1193x
"Time, Too, Flies Air France",1954,"Time, Too, Flies Air France",Air France,Air France',Transportation (1938-1957),"Transportation & Travel', 'Airlines'",New Yorker,magazines (periodicals),"advertisements', 'drawings (visual works)'",https://idn.duke.edu/ark:/87924/r4cz32p02
"To California ""The Challenger"" Domeliner between Chicago and Los Angeles",1954,"To California ""The Challenger"" Domeliner between Chicago and Los Angeles",Union Pacific Railroad,Domeliner',Transportation (1938-1957),"Railroads', 'Transportation & Travel'",New York Times,newspapers,"advertisements', 'drawings (visual works)'",https://idn.duke.edu/ark:/87924/r4br8n18z
To San Francisco,1954,To San Francisco,Braniff International Airways,San Francisco',Transportation (1938-1957),"Transportation & Travel', 'Airlines'",Time,magazines (periodicals),advertisements',https://idn.duke.edu/ark:/87924/r4gf0nd5j
"To cover more territory--to make more calls: ""TWA and AVIS, of course""",1954,"To cover more territory--to make more calls: ""TWA and AVIS, of course""","Trans World Airlines, Avis Rent-A-Car System","Trans World Airlines, Avis Rent-A-Car System'",Transportation (1938-1957),"Transportation & Travel', 'Airlines'",U.S. News & World Report,magazines (periodicals),"advertisements', 'drawings (visual works)'",https://idn.duke.edu/ark:/87924/r4ff3mj1t
To enjoy Cruising most...choose Furness as your host!,1954,To enjoy Cruising most...choose Furness as your host!,Furness Lines,Cruises',Transportation (1938-1957),"Ships', 'Transportation & Travel'",New York World Telegram,newspapers,"advertisements', 'drawings (visual works)'",https://idn.duke.edu/ark:/87924/r4qf8k45b
"To make vacation horizons broader--sightseeing more complete: ""TWA and AVIS, of course""",1954,"To make vacation horizons broader--sightseeing more complete: ""TWA and AVIS, of course""","Trans World Airlines, Avis Rent-A-Car System","Trans World Airlines, Avis Rent-A-Car System'",Transportation (1938-1957),"Children', 'Transportation & Travel', 'Airlines'",Newsweek,magazines (periodicals),"advertisements', 'drawings (visual works)'",https://idn.duke.edu/ark:/87924/r49p2wq8j
To make your vacation in Canada even more wonderful...Canadian National makes RECORD PURCHASE of new passenger equipment!,1954,To make your vacation in Canada even more wonderful...Canadian National makes RECORD PURCHASE of new passenger equipment!,Canadian National Railways,passenger car',Transportation (1938-1957),"Railroads', 'Transportation & Travel'",American Magazine,magazines (periodicals),"advertisements', 'drawings (visual works)'",https://idn.duke.edu/ark:/87924/r4f18t05t
"Top RCD Recording Star Ralph Flanagan Hits a high note in dance tunes. ""Halo, Everybody, Halo!""",1954,"Top RCD Recording Star Ralph Flanagan Hits a high note in dance tunes. ""Halo, Everybody, Halo!""",Colgate-Palmolive-Peet Company,Halo Shampoo',Beauty and Hygiene (1911-1956),"Famous People', 'Illustration', 'Comics', 'Hair Preparations', 'Radio Programs', 'Ralph Flanagan, top RCA recording star', 'Ralph Flanagan\'s hit record ""Typewriter""'",New York News,newspapers,advertisements',https://idn.duke.edu/ark:/87924/r4z893170
"Tops in fun! Tops in travel! New ""Big Domes"" on Santa Fe",1954,"Tops in fun! Tops in travel! New ""Big Domes"" on Santa Fe",Santa Fe Railway,Santa Fe',Transportation (1938-1957),"Railroads', 'Transportation & Travel'",Life,magazines (periodicals),advertisements',https://idn.duke.edu/ark:/87924/r4p844f20
Trailways is the only Thru-Bus service between these important cities,1954,Trailways is the only Thru-Bus service between these important cities,National Trailways Bus System,Thru-Bus Service',Transportation (1938-1957),"Transportation & Travel', 'Buses'",American,magazines (periodicals),"advertisements', 'drawings (visual works)'",https://idn.duke.edu/ark:/87924/r4736mm6z
Travel Royal FLY BOAC,1954,Travel Royal FLY BOAC,British Overseas Airways Corporation,London',Transportation (1938-1957),"Transportation & Travel', 'Airlines'",Holiday,magazines (periodicals),"advertisements', 'drawings (visual works)'",https://idn.duke.edu/ark:/87924/r4z892z5q
Travel Royal FLY BOAC to AFRICA or Around the World,1954,Travel Royal FLY BOAC to AFRICA or Around the World,British Overseas Airways Corporation,British Overseas Airways Corporation',Transportation (1938-1957),"Transportation & Travel', 'Airlines'",Vogue,magazines (periodicals),"advertisements', 'drawings (visual works)'",https://idn.duke.edu/ark:/87924/r4pr7nb8q
Travel Royal New York to London,1954,Travel Royal New York to London,British Overseas Airways Corporation,New York to London',Transportation (1938-1957),"Transportation & Travel', 'Airlines'",New York Times,newspapers,advertisements',https://idn.duke.edu/ark:/87924/r41c1v059
Travel treat of the Coast! The Californian,1954,Travel treat of the Coast! The Californian,Western Air Lines,Champagne flight',Transportation (1938-1957),"Transportation & Travel', 'Airlines'",Sunset,magazines (periodicals),"advertisements', 'drawings (visual works)'",https://idn.duke.edu/ark:/87924/r48w38m3g
United's New DC-7s Nonstop Nation's fastest airliners to Los Angeles,1954,United's New DC-7s Nonstop Nation's fastest airliners to Los Angeles,United Air Lines,DC-7s',Transportation (1938-1957),"Transportation & Travel', 'Airlines'",Daily News,newspapers,"advertisements', 'drawings (visual works)'",https://idn.duke.edu/ark:/87924/r44b2xp6j
United's low fares make your Hawaii holiday a real bargain,1954,United's low fares make your Hawaii holiday a real bargain,United Air Lines,Hawaii',Transportation (1938-1957),"Ethnic Groups', 'Pacific Islander', 'Transportation & Travel', 'Airlines'",New Yorker,magazines (periodicals),"advertisements', 'drawings (visual works)'",https://idn.duke.edu/ark:/87924/r49w09h5p
United's new DC-7's offer history's Fastest service to San Francisco,1954,United's new DC-7's offer history's Fastest service to San Francisco,United Air Lines,San Francisco',Transportation (1938-1957),"Transportation & Travel', 'Airlines'",Daily News,newspapers,advertisements',https://idn.duke.edu/ark:/87924/r4222rq90
Vacations West,1954,Vacations West,Union Pacific Railroad,West Vacations',Transportation (1938-1957),"Children', 'Railroads', 'Transportation & Travel'",New York Herald Tribune,newspapers,"advertisements', 'drawings (visual works)'",https://idn.duke.edu/ark:/87924/r42b8vw9h
Visit as many as 16 CITIES IN EUROPE FOR THE FARE TO ONE!,1954,Visit as many as 16 CITIES IN EUROPE FOR THE FARE TO ONE!,Trans World Airlines,Extra Stopover Program',Transportation (1938-1957),"Transportation & Travel', 'Airlines'",New York News,newspapers,"advertisements', 'drawings (visual works)'",https://idn.duke.edu/ark:/87924/r46w96t6f
Visit many extra cities in Europe at no extra cost,1954,Visit many extra cities in Europe at no extra cost,Sabena Belgian Airlines,Stop over and circular trip plans',Transportation (1938-1957),"Transportation & Travel', 'Airlines'",New York News,newspapers,"advertisements', 'drawings (visual works)'",https://idn.duke.edu/ark:/87924/r44747905
What finer vacation than a trip to Europe this year!,1954,What finer vacation than a trip to Europe this year!,Sabena Belgian Airlines,Europe',Transportation (1938-1957),"Transportation & Travel', 'Airlines'",Holiday,magazines (periodicals),"advertisements', 'drawings (visual works)'",https://idn.duke.edu/ark:/87924/r41g0jc6n
What's Behind Your American Airlines Ticket? Convenient Schedules to 77 Cities When and Where You Want to Go,1954,What's Behind Your American Airlines Ticket? Convenient Schedules to 77 Cities When and Where You Want to Go,"American Airlines, Inc.",American Airlines Incorporated',Transportation (1938-1957),"Transportation & Travel', 'Airlines'",Time,magazines (periodicals),"advertisements', 'drawings (visual works)'",https://idn.duke.edu/ark:/87924/r4dr2pt1n
